book_id,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count
72659,Farley Mowat,1963.0,Never Cry Wolf : The Amazing True Story of Life Among Arctic Wolves,Never Cry Wolf,eng,4.19,0.005847736212091082
72854,Sara Donati,1998.0,Into the Wilderness,"Into the Wilderness (Wilderness, #1)",eng,4.1,0.007123434623615004
72855,Sara Donati,2002.0,Lake in the Clouds,"Lake in the Clouds (Wilderness, #3)",eng,4.31,0.004301553959692791
72929,Sarah Waters,1999.0,Affinity,Affinity,eng,3.73,0.005255438122226791
73051,Grant Naylor,1990.0,Better Than Life,Better than Life (Red Dwarf #2),eng,4.05,0.004299221356105131
73062,Alexandra Ripley,1991.0,Scarlett: The Sequel to Margaret Mitchell's Gone With the Wind,Scarlett,eng,3.44,0.008844576176269575
73064,Susan Elizabeth Phillips,2004.0,Natural Born Charmer,"Natural Born Charmer (Chicago Stars, #7)",en-US,4.15,0.007148877299639577
73070,Susan Elizabeth Phillips,1994.0,It Had to Be You,"It Had to Be You (Chicago Stars, #1)",eng,4.04,0.009602493138275393
73080,Susan Elizabeth Phillips,1997.0,Nobody's Baby But Mine,"Nobody's Baby But Mine (Chicago Stars, #3)",eng,4.06,0.007287017857911139
73084,Susan Elizabeth Phillips,1995.0,"Heaven, Texas","Heaven, Texas (Chicago Stars, #2)",en-US,4.08,0.006918264884280373
73086,Susan Elizabeth Phillips,1996.0,Kiss an Angel ,Kiss an Angel,eng,4.21,0.008036306735949288
73089,Susan Elizabeth Phillips,2005.0,Match Me If You Can,"Match Me If You Can (Chicago Stars, #6)",eng,4.13,0.008235306001035511
73095,Susan Elizabeth Phillips,1998.0,Dream a Little Dream,"Dream a Little Dream (Chicago Stars, #4)",en-US,4.18,0.00695586128329069
73100,Susan Elizabeth Phillips,2000.0,This Heart of Mine,"This Heart of Mine (Chicago Stars, #5)",eng,4.12,0.0066399314235745695
73184,Thich Nhat Hanh,1995.0,"Living Buddha, Living Christ","Living Buddha, Living Christ",eng,4.13,0.004685516487835061
73297,Francine Rivers,1995.0,The Scarlet Thread ,The Scarlet Thread ,eng,4.14,0.006526719535681937
73385,Jude Deveraux,1989.0,A Knight in Shining Armor,A Knight in Shining Armor,eng,4.23,0.00731010767435987
73860,Virginia M. Axline,1964.0,Dibs in Search of Self: Personality Development in Play Therapy,Dibs in Search of Self,en-US,4.13,0.004226746802039978
73864,Dave Pelzer,1999.0,A Man Named Dave: A Story of Triumph and Forgiveness,A Man Named Dave (Dave Pelzer #3),en-US,3.87,0.006881629282752601
73906,Stephen R. Lawhead,1987.0,Taliesin. Book I of the Pendragon Cycle,"Taliesin (The Pendragon Cycle, #1)",eng,3.98,0.004994731714720094
73945,"Plato, James J. Helm",-390.0,Απολογία,Apology,eng,4.15,0.006052733452595541
73960,"R.D. Blackmore, Michelle Allen",1869.0,Lorna Doone: A Romance of Exmoor,Lorna Doone,eng,3.71,0.004848182419027759
74033,J.D. Robb,2007.0,"Innocent in Death (In Death, #24)","Innocent in Death (In Death, #24)",en-US,4.36,0.006208017796951829
74034,"Neil Postman, Andrew Postman",1985.0,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,eng,4.14,0.004419565283512496
74036,J.D. Robb,1997.0,Ceremony in Death,"Ceremony in Death (In Death, #5)",eng,4.26,0.007095215067195023
74256,"René Goscinny, Jean-Jacques Sempé",1959.0,Le Petit Nicolas,"Le Petit Nicolas (Le petit Nicolas, #1)",fre,4.13,0.007053100703152489
74270,Lynn Flewelling,1996.0,Luck in the Shadows,"Luck in the Shadows (Nightrunner, #1)",eng,4.08,0.005258109635187941
74389,Jean M. Auel,1990.0,The Plains of Passage,"The Plains of Passage (Earth's Children, #4)",en-US,3.77,0.008576365285322806
74406,Robertson Davies,1970.0,Fifth Business,Fifth Business,eng,4.04,0.0048347149318590625
74462,Carol Shields,2002.0,Unless,Unless,eng,3.63,0.004439041812115557
74532,"Roald Dahl, Quentin Blake",1981.0,George's Marvellous Medicine,George's Marvellous Medicine,eng,4.02,0.010001807069736442
74731,Christopher Moore,2004.0,The Stupidest Angel: A Heartwarming Tale of Christmas Terror,"The Stupidest Angel: A Heartwarming Tale of Christmas Terror (Pine Cove, #3)",en-US,3.82,0.008012430214767588
74812,Daniel Tammet,2006.0,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,Born on a Blue Day: Inside the Extraordinary Mind of an Autistic Savant,en-US,3.84,0.00535377102827396
74821,J.L. Bourne,2004.0,Day by Day Armageddon,"Day by Day Armageddon (Day by Day Armageddon,#1)",eng,4.01,0.004833677417108204
74824,Steve Berry,2007.0,The Alexandria Link,"The Alexandria Link (Cotton Malone, #2)",eng,3.92,0.007895141126427052
74862,Samad Behrangi,1965.0,ماهی سیاه کوچولو,ماهی سیاه کوچولو,per,4.11,0.003280451757881148
74928,"Kohta Hirano, Duane Johnson",1998.0,ヘルシング 1,"Hellsing, Vol. 01 (Hellsing, #1)",eng,4.28,0.006923772480853802
74997,Enid Blyton,1944.0,Five Run Away Together,"Five Run Away Together (Famous Five, #3)",en-US,4.03,0.00463276816530853
74998,Enid Blyton,1943.0,The Magic Faraway Tree,"The Magic Faraway Tree (The Faraway Tree, #2)",eng,4.29,0.007272687425442513
75020,Steve Berry,2004.0,The Romanov Prophecy,The Romanov Prophecy,eng,3.9,0.005848936856023679
75024,Steve Berry,2006.0,The Templar Legacy,"The Templar Legacy (Cotton Malone, #1)",en-US,3.81,0.00847529932111033
75162,Eldridge Cleaver,1968.0,Soul On Ice,Soul on Ice,en-GB,3.95,0.0045065468388106895
76104,"Adrian Conan Doyle, John Dickson Carr",1954.0,The Exploits of Sherlock Holmes,The Exploits of Sherlock Holmes,eng,4.4,0.007254458033282724
76171,"Yevgeny Zamyatin, Clarence Brown",1924.0,Мы,We,eng,3.95,0.008960408575052106
76179,Sandra Brown,1999.0,Envy,Envy,eng,4.15,0.004807458128860553
76334,Eckhart Tolle,2005.0,A New Earth: Awakening to Your Life's Purpose,A New Earth: Awakening to Your Life's Purpose,eng,4.02,0.014597349951423009
76527,"Laurence Sterne, Melvyn New",1767.0,"The Life and Opinions of Tristram Shandy, Gentleman","The Life and Opinions of Tristram Shandy, Gentleman",eng,3.74,0.005231333113522807
76620,Richard Adams,1972.0,Watership Down,"Watership Down (Watership Down, #1)",eng,4.05,0.024221289622038365
76658,Piers Anthony,1983.0,On a Pale Horse,"On a Pale Horse (Incarnations of Immortality, #1)",en-US,4.13,0.007692037333987793
76659,Piers Anthony,1984.0,Bearing an Hourglass,"Bearing an Hourglass (Incarnations of Immortality, #2)",en-US,3.94,0.006144187540471883
76660,Piers Anthony,1985.0,With a Tangled Skein,"With a Tangled Skein (Incarnations of Immortality, #3)",en-GB,3.98,0.005888931805576975
76661,Piers Anthony,1987.0,"Being a Green Mother (Incarnations of Immortality, #5)","Being a Green Mother (Incarnations of Immortality, #5)",en-GB,3.95,0.00558881366489509
76667,Piers Anthony,1986.0,Wielding a Red Sword,"Wielding a Red Sword (Incarnations of Immortality, #4)",en-US,3.93,0.005704813739204312
76679,Isaac Asimov,1993.0,Forward the Foundation,Forward the Foundation (Foundation: Prequel #2),eng,4.13,0.007973022318209724
76683,Isaac Asimov,1982.0,Foundation's Edge,Foundation's Edge (Foundation #4),eng,4.08,0.009776416724077301
76688,Isaac Asimov,1985.0,Robots and Empire,Robots and Empire (Robot #4),eng,4.17,0.006085953701374232
76706,Nevada Barr,1993.0,Track of the Cat,"Track of the Cat (Anna Pigeon, #1)",en-GB,3.86,0.004929639143253172
76740,Alfred Bester,1953.0,The Demolished Man,The Demolished Man,eng,3.99,0.006441945309657485
76778,Ray Bradbury,1950.0,The Martian Chronicles,The Martian Chronicles,en-US,4.12,0.016951782169682617
76865,James C. Collins,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,4.04,0.013079924214905447
76867,Michael Connelly,2000.0,A Darkness More Than Night,"A Darkness More Than Night (Harry Bosch, #7; Terry McCaleb, #2; Harry Bosch Universe, #9)",eng,4.12,0.007159813670780594
76889,E.E. Cummings,1954.0,100 Selected Poems by e. e. Cummings,100 Selected Poems,en-US,4.32,0.006695594871707043
77013,William Faulkner,1930.0,As I Lay Dying,As I Lay Dying,eng,3.72,0.014413120956103209
77103,Amitav Ghosh,2000.0,The Glass Palace,The Glass Palace,eng,3.94,0.005759587367071419
77142,David Guterson,1994.0,Snow Falling on Cedars,Snow Falling on Cedars,eng,3.8,0.016269932066020645
77156,Kent Haruf,1999.0,Plainsong,"Plainsong (Plainsong, #1)",en-US,4.0,0.00953645405331845
77160,Lian Hearn,2002.0,Across the Nightingale Floor ,"Across the Nightingale Floor (Tales of the Otori, #1)",eng,4.06,0.0068804630531492175
77163,Ursula Hegi,1994.0,Stones from the River,Stones from the River,en-GB,4.07,0.012673197827806045
77203,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,0.06031057135639434
77262,Barbara Kingsolver,1990.0,Animal Dreams,Animal Dreams,eng,4.05,0.010115891471680485
77270,Rudyard Kipling,1894.0,The Jungle Book,The Jungle Book,eng,3.94,0.011603077231220222
77276,Madeleine L'Engle,1978.0,A Swiftly Tilting Planet,"A Swiftly Tilting Planet (A Wrinkle in Time Quintet, #3)",eng,4.13,0.012335874040883682
77281,Gary Larson,1984.0,The Far Side Gallery,The Far Side Gallery,eng,4.42,0.006337865220653055
77298,"Mario Vargas Llosa, Helen R. Lane",1977.0,La tía Julia y el escribidor,Aunt Julia and the Scriptwriter,eng,3.9,0.00430271978727733
77368,Robin McKinley,2000.0,Spindle's End,Spindle's End,eng,3.79,0.00607490046993119
77378,Nicholas Meyer,1974.0,"The Seven-Percent Solution: Being a Reprint from the Reminiscences of John H. Watson, MD",The Seven-Percent Solution,eng,4.14,0.006228021856040119
77390,L.M. Montgomery,1909.0,Anne of Avonlea,"Anne of Avonlea (Anne of Green Gables, #2)",en-US,4.21,0.014158300870801513
77391,L.M. Montgomery,1939.0,Anne of Ingleside,"Anne of Ingleside (Anne of Green Gables, #6)",en-US,4.05,0.008573791732291022
77392,L.M. Montgomery,1915.0,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)",eng,4.21,0.013953552900686124
77394,L.M. Montgomery,1917.0,Rainbow Valley,"Anne's House of Dreams (Anne of Green Gables, #5)",eng,4.12,0.010699482322909888
77395,L.M. Montgomery,1919.0,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",eng,4.0,0.007407842729480986
77398,Robert Morgan,1999.0,Gap Creek : The Story Of A Marriage (Oprah's Book Club),Gap Creek,en-US,3.71,0.009192714296494773
77427,Patrick O'Brian,1973.0,H.M.S. Surprise ,H.M.S. Surprise,eng,4.42,0.004592536356455748
77430,Patrick O'Brian,1969.0,Master and Commander,Master and Commander,eng,4.1,0.007913542525120783
77431,Patrick O'Brian,1977.0,The Mauritius Command,The Mauritius Command,eng,4.35,0.004347481801622961
77449,Sharon Kay Penman,1985.0,Here be Dragons,"Here be Dragons (Welsh Princes, #1)",eng,4.3,0.005701823748600547
77504,Kim Stanley Robinson,1996.0,Blue Mars ,"Blue Mars (Mars Trilogy, #3)",eng,3.92,0.006254701331691305
77505,Kim Stanley Robinson,1994.0,Green Mars,"Green Mars (Mars Trilogy, #2)",en-GB,3.91,0.007029023997658215
77507,Kim Stanley Robinson,1993.0,Red Mars,"Red Mars (Mars Trilogy, #1)",en-US,3.84,0.009619192775922448
77554,Carol Shields,1993.0,The Stone Diaries,The Stone Diaries,eng,3.84,0.007493469809368113
77565,Dan Simmons,1990.0,The Fall of Hyperion,"The Fall of Hyperion (Hyperion Cantos, #2)",eng,4.18,0.011263361738048377
77566,Dan Simmons,1989.0,Hyperion,"Hyperion (Hyperion Cantos, #1)",eng,4.21,0.015659190006404266
77661,Josephine Tey,1951.0,The Daughter of Time,"The Daughter of Time (Inspector Alan Grant, #5)",en-US,3.95,0.005599034980892719
77699,Anne Tyler,1982.0,Dinner at the Homesick Restaurant,Dinner at the Homesick Restaurant,eng,3.82,0.005874776723932774
77711,Vernor Vinge,1992.0,A Fire Upon The Deep,"A Fire Upon the Deep (Zones of Thought, #1)",eng,4.13,0.008729734846052977
77727,"Bill Watterson, G.B. Trudeau",1987.0,Calvin and Hobbes,Calvin and Hobbes,en-US,4.61,0.01537233338831158
77738,David Weber,1995.0,Flag in Exile,"Flag in Exile (Honor Harrington, #5)",eng,4.22,0.004821417882371112
77767,"Laura Ingalls Wilder, Garth Williams",1935.0,Little House on the Prairie,"Little House on the Prairie (Little House, #2)",eng,4.18,0.019800594050164284
77770,"Laura Ingalls Wilder, Garth Williams",1943.0,These Happy Golden Years,"These Happy Golden Years (Little House, #8)",eng,4.17,0.010157947811420633
77773,Connie Willis,1998.0,To Say Nothing of the Dog,"To Say Nothing of the Dog (Oxford Time Travel, #2)",eng,4.13,0.006821897379132871
77786,Timothy Zahn,1998.0,Star Wars: Vision of the Future,"Vision of the Future (Star Wars: The Hand of Thrawn, #2)",eng,4.06,0.004835959655741138
77787,Timothy Zahn,1997.0,Star Wars: Specter of the Past,"Specter of the Past (Star Wars: The Hand of Thrawn, #1)",eng,3.98,0.005243590775464202
77866,William  Boyd,2002.0,Any Human Heart,Any Human Heart,en-GB,4.26,0.004096587575434907
77995,Guy de Maupassant,1884.0,The Necklace and Other Short Stories,The Necklace and Other Short Stories,eng,3.94,0.004842385632099807
78129,Lee Child,1997.0,Killing Floor,"Killing Floor (Jack Reacher, #1)",eng,4.04,0.018081971003789547
78131,Iris Johansen,1999.0,The Killing Game,"The Killing Game (Eve Duncan, #2)",eng,4.18,0.007052247316224464
78250,Carlos Castaneda,1968.0,The Teachings of Don Juan: A Yaqui Way of Knowledge,The Teachings of Don Juan: A Yaqui Way of Knowledge ,en-US,3.94,0.00746597714281704
78411,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,0.02351711397493146
78418,"Lemony Snicket, Brett Helquist",1999.0,The Reptile Room,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,0.016162794204718174
78433,Margaret Atwood,2000.0,The Blind Assassin,The Blind Assassin,eng,3.95,0.01405490803105605
78508,Candice Millard,2005.0,The River of Doubt: Theodore Roosevelt's Darkest Journey,The River of Doubt: Theodore Roosevelt's Darkest Journey,en-US,4.16,0.007872747849226086
78629,Richard Wurmbrand,1940.0,Tortured for Christ,Tortured for Christ N/E,en-US,4.34,0.0043936144826946764
78674,Jan Karon,1997.0,Out to Canaan (Mitford),"Out to Canaan (Mitford Years, #4)",eng,4.28,0.005005965762811123
78728,"Milan Kundera, Linda Asher",2000.0,L'ignorance,Ignorance,fre,3.76,0.004394299361940637
78876,Terry Pratchett,1995.0,Maskerade,"Maskerade (Discworld, #18; Witches #5)",eng,4.06,0.008270433029300583
78950,Louisa May Alcott,1871.0,"Little Men, or Life at Plumfield with Jo's Boys","Little Men (Little Women, #2)",eng,3.84,0.008557396442708837
78971,Jeffrey Archer,2005.0,False Impression,False Impression,en-US,3.67,0.004554152138060147
78972,Jeffrey Archer,1996.0,The Fourth Estate,The Fourth Estate,eng,3.72,0.004208671502200213
78976,Jeffrey Archer,1988.0,A Twist in the Tale,A Twist in the Tale,en-US,3.85,0.004244036119529461
78983,Jeffrey Archer,1979.0,Kane and Abel,"Kane and Abel (Kane and Abel, #1)",en-US,4.27,0.012188707835041087
78985,Jeffrey Archer,2002.0,Sons of Fortune,Sons of Fortune,eng,3.83,0.005248562273505461
78987,Jeffrey Archer,1982.0,The Prodigal Daughter,"The Prodigal Daughter (Kane & Abel, #2)",en-US,3.92,0.007155749536013516
78989,Jeffrey Archer,1977.0,Shall We Tell the President?,"Shall We Tell the President? (Kane & Abel, #3)",eng,3.69,0.0050659219712823845
79016,Jeffrey Archer,1983.0,First Among Equals,First Among Equals,eng,3.87,0.004734076774107404
79121,Oscar Wilde,1888.0,The Happy Prince and The House of Pomegranates,The Happy Prince,eng,4.22,0.0059289953377947326
79257,Neil Gaiman,1987.0,Don't Panic: The Official Hitchhikers Guide to the Galaxy Companion,Don't Panic: The Official Hitchhiker's Guide to the Galaxy Companion,eng,4.31,0.006011826024092452
79378,James Patterson,2000.0,Roses Are Red,"Roses are Red (Alex Cross, #6)",en-US,4.02,0.009436210013129647
79379,James Patterson,2001.0,Violets Are Blue,"Violets Are Blue (Alex Cross, #7)",eng,3.94,0.009130633572395973
79421,"Paul Hattaway, Brother Yun",2000.0,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,The Heavenly Man: The Remarkable True Story of Chinese Christian Brother Yun,eng,4.33,0.005015174905772008
79422,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006.0,"Y: The Last Man, Vol. 8: Kimono Dragons","Y: The Last Man, Vol. 8: Kimono Dragons (Y: The Last Man, #8)",eng,4.22,0.006916089625650429
79426,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2006.0,Y: The Last Man Vol. 7: Paper Dolls,"Y: The Last Man, Vol. 7: Paper Dolls (Y: The Last Man, #7)",eng,4.25,0.006676691319367343
79428,C.S. Lewis,1943.0,The Abolition of Man,The Abolition of Man,en-US,4.07,0.005426351444401554
79649,"Anton Chekhov, Michael Frayn",1895.0,Чайка,The Seagull,eng,3.92,0.005665112559645466
79705,"Tim LaHaye, Jerry B. Jenkins",1999.0,Apollyon: The Destroyer Is Unleashed,"Apollyon (Left Behind, #5)",en-US,3.97,0.006822632552841981
79790,Augusten Burroughs,2004.0,Magical Thinking: True Stories,Magical Thinking: True Stories,en-US,3.96,0.009559881953075765
79834,Irving Stone,1934.0,Lust for Life: A Novel of Vincent Van Gogh,Lust for Life,eng,4.19,0.005123023443291271
79885,Michael Connelly,2005.0,The Lincoln Lawyer ,"The Lincoln Lawyer (Mickey Haller, #1; Harry Bosch Universe, #16)",eng,4.14,0.017314892282956296
80176,Sherwood Anderson,1919.0,"Winesburg, Ohio: A Group of Tales of Ohio Small-Town Life","Winesburg, Ohio",eng,3.84,0.006354146379219947
80369,"Michel Foucault, Alan Sheridan, Thomas Mathiesen, Walter Seitter, Drago Braco Rotar",1975.0,Surveiller et punir. Naissance de la prison,Discipline and Punish: The Birth of the Prison,eng,4.21,0.005821431710156837
80566,Ann Patchett,2007.0,Run,Run,eng,3.53,0.007657924976402598
80570,Koren Zailckas,2005.0,Smashed: Story of a Drunken Girlhood,Smashed: Story of a Drunken Girlhood,en-US,3.5,0.006437739621509299
80616,Dashiell Hammett,1934.0,The Thin Man,The Thin Man,eng,3.97,0.006418545503635832
80630,Greg Iles,2005.0,Turning Angel,Turning Angel,eng,4.11,0.005606733467403366
80631,Greg Iles,2005.0,Blood Memory,Blood Memory,eng,4.09,0.004684445928612589
80642,Ruth Reichl,2005.0,Garlic and Sapphires: The Secret Life of a Critic in Disguise,Garlic and Sapphires: The Secret Life of a Critic in Disguise,eng,3.92,0.0072971973754837665
80660,Lionel Shriver,2003.0,We Need to Talk About Kevin,We Need to Talk About Kevin,eng,4.07,0.014258904128883637
80672,Judy Blume,2002.0,Double Fudge,"Double Fudge (Fudge, #5)",eng,3.96,0.0059458899846174884
80674,Judy Blume,1980.0,Superfudge,"Superfudge (Fudge, #3)",eng,3.98,0.010106962969784415
80834,Guy Delisle,2003.0,Pyongyang,Pyongyang: A Journey in North Korea,eng,3.93,0.005087853754973564
80890,"Thomas Mann, John E. Woods, T.J. Reed",1901.0,Buddenbrooks: Verfall einer Familie,Buddenbrooks: The Decline of a Family,eng,4.13,0.004916598825082318
81176,Michael Moore,2003.0,"Dude, Where's My Country?","Dude, Where's My Country?",en-US,3.4,0.005001354832434216
81227,Ayaan Hirsi Ali,2006.0,Infidel,Infidel,eng,4.2,0.010827162291678582
81524,Patrick Carman,2003.0,The Dark Hills Divide,"The Dark Hills Divide (The Land of Elyon, #1)",en-US,3.71,0.006231886192620441
81779,"Plato, Christopher Gill",-385.0,Συμπόσιον,The Symposium,eng,4.01,0.006705625058242534
81903,Agatha Christie,1975.0,Curtain: Poirot’s Last Case,"Curtain (Hercule Poirot, #39)",eng,4.05,0.006068787818168018
81922,"Robert T. Kiyosaki, Sharon L. Lechter",1998.0,Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,Rich Dad's Cashflow Quadrant: Rich Dad's Guide to Financial Freedom,vie,4.05,0.007068869778238041
81992,Charles Stross,2003.0,Singularity Sky,"Singularity Sky (Eschaton, #1)",eng,3.81,0.004453705929396218
82192,Mary  Stewart,1970.0,The Crystal Cave,"The Crystal Cave (Arthurian Saga, #1)",en-US,4.12,0.008336754598578276
82434,Melina Marchetta,2003.0,Saving Francesca,Saving Francesca,eng,3.97,0.0069962671471542805
82436,Melina Marchetta,1992.0,Looking for Alibrandi,Looking for Alibrandi,eng,3.85,0.005427830115031739
82553,John Marsden,1998.0,The Night is for Hunting,"The Night Is for Hunting (Tomorrow, #6)",eng,4.15,0.004678017428357894
82747,Marian Keyes,2002.0,Angels," Angels (Walsh Family, #3)",en-US,3.73,0.0071777244271483956
82751,Adeline Yen Mah,1999.0,Chinese Cinderella: The True Story of an Unwanted Daughter,Chinese Cinderella: The True Story of an Unwanted Daughter,en-US,4.04,0.006553866707989561
82780,Jaclyn Moriarty,2003.0,Finding Cassie Crazy,"The Year of Secret Assignments (Ashbury/Brookfield, #2)",eng,3.9,0.005728502377615912
82888,Machado de Assis,1899.0,Dom Casmurro,Dom Casmurro,por,4.24,0.004609324150070882
82970,Alice Sebold,1999.0,Lucky,Lucky,eng,3.77,0.012466186612961
82991,"Arnaldur Indriðason, Bernard Scudder",2001.0,Grafarþögn,Silence of the Grave (Inspector Erlendur #4),eng,3.94,0.004229830893513469
83083,Jacqueline Winspear,2004.0,Birds of a Feather,"Birds of a Feather (Maisie Dobbs, #2)",en-US,3.95,0.006068953105922006
83143,Paullina Simons,2003.0,"Tatiana and Alexander (The Bronze Horseman, #2)","Tatiana and Alexander (The Bronze Horseman, #2)",en-GB,4.3,0.006437116322904797
83144,Paullina Simons,2001.0,The Bronze Horseman,"The Bronze Horseman (The Bronze Horseman, #1)",eng,4.34,0.008658546805439423
83346,"Lewis Carroll, John Tenniel, Peter Glassman",1871.0,"Through the Looking-Glass, and What Alice Found There","Through the Looking-Glass, and What Alice Found There",eng,4.06,0.011246873652442434
83369,"Trenton Lee Stewart, Carson Ellis",2007.0,The Mysterious Benedict Society,"The Mysterious Benedict Society (The Mysterious Benedict Society, #1)",en-US,4.14,0.013236812988616462
83674,Robert James Waller,1992.0,The Bridges of Madison County,The Bridges of Madison County,eng,3.51,0.010639876810327539
84022,Fannie Flagg,1998.0,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,0.006060352165115263
84052,Sidney Sheldon,1995.0,"Morning, Noon & Night","Morning, Noon & Night",eng,3.62,0.0050434970572384545
84054,Sidney Sheldon,1992.0,The Stars Shine Down,The Stars Shine Down,eng,3.65,0.0050821329630244385
84119,C.S. Lewis,1954.0,The horse and his boy,"The Horse and His Boy (Chronicles of Narnia, #5)",eng,3.9,0.019506966485042677
84132,Sherrilyn Kenyon,2007.0,The Dream Hunter,"The Dream Hunter (Dark-Hunter #10, Dream-Hunter #1)",en-US,4.06,0.008366181991876227
84133,Sherrilyn Kenyon,2007.0,Devil May Cry,"Devil May Cry (Dark-Hunter, #11)",eng,4.32,0.00779013137494384
84135,Sherrilyn Kenyon,2005.0,Sins of the Night,Sins of the Night (Dark-Hunter #7),eng,4.18,0.007540442904851354
84136,Sherrilyn Kenyon,2002.0,Fantasy Lover,Fantasy Lover (Dark-Hunterverse #1),eng,4.17,0.01187371465761372
84139,Sherrilyn Kenyon,2005.0,Unleash the Night,"Unleash the Night (Dark Hunter, #8; Were-Hunter, #2)",en-US,4.34,0.008073666573187954
84140,Sherrilyn Kenyon,2002.0,"Night Embrace (Dark-Hunter, #2)",Night Embrace (Dark-Hunter #2),en-US,4.25,0.007714305020965191
84142,Sherrilyn Kenyon,2004.0,Kiss of the Night,"Kiss of the Night (Dark-Hunter, #4)",eng,4.24,0.006494209381517689
84144,Sherrilyn Kenyon,2004.0,Seize the Night,Seize the Night (Dark-Hunter #6),eng,4.36,0.007634573190141883
84145,Sherrilyn Kenyon,2003.0,Dance with the Devil,Dance with the Devil (Dark-Hunter #3),eng,4.39,0.01014312430906626
84146,Sherrilyn Kenyon,2006.0,Dark Side of the Moon,"Dark Side of the Moon (Dark-Hunter #9, Were-Hunter #3)",en-US,4.15,0.007402153245334731
84151,Sherrilyn Kenyon,2004.0,Night Play,"Night Play (Dark-Hunter #5, Were-Hunter #1)",eng,4.36,0.009161562282453151
84369,C.S. Lewis,1956.0,The Last Battle,"The Last Battle (Chronicles of Narnia, #7)",eng,4.02,0.01784346126837395
84552,"Marion Zimmer Bradley, Diana L. Paxson",2000.0,Priestess of Avalon ,"Priestess of Avalon (Avalon, #4)",en-US,4.03,0.0052661160424891
84736,James Patterson,2005.0,"Mary, Mary","Mary, Mary (Alex Cross, #11)",eng,3.93,0.008607071357344094
84777,Michael Connelly,2002.0,City of Bones,"City of Bones (Harry Bosch, #8; Harry Bosch Universe, #10)",eng,4.04,0.007095639189640266
84785,Michael Connelly,2007.0,The Overlook,"The Overlook (Harry Bosch, #13; Harry Bosch Universe, #15)",eng,3.91,0.00651456648768909
84786,Michael Connelly,1999.0,Void Moon,Void Moon,eng,3.95,0.005316731975173033
84839,Lisa Gardner,2006.0,Gone,"Gone (Quincy & Rainie, #5)",eng,4.18,0.0080832277507238
84842,Tami Hoag,2006.0,Prior Bad Acts,"Prior Bad Acts (Kovac and Liska, #3)",eng,4.07,0.0047936669831124806
84844,Tami Hoag,1996.0,Guilty as Sin (Deer Lake #2),"Guilty as Sin  (Deer Lake, #2)",eng,4.1,0.005218662245142478
84847,Tami Hoag,1999.0,Ashes to Ashes,"Ashes to Ashes (Kovac and Liska, #1)",eng,4.03,0.009928929520682974
84927,Peter Shaffer,1979.0,Amadeus,Amadeus,eng,4.2,0.005353396284912407
84981,Natalie Babbitt,1975.0,Tuck Everlasting,Tuck Everlasting,eng,3.85,0.01869877029155227
85301,Jhumpa Lahiri,2008.0,Unaccustomed Earth,Unaccustomed Earth,eng,4.11,0.010982985926497426
85306,David Baldacci,2004.0,Hour Game,"Hour Game (Sean King & Michelle Maxwell, #2)",en-US,3.94,0.0068111548063529165
85310,John Sandford,2002.0,Mortal Prey,"Mortal Prey (Lucas Davenport, #13)",en-US,4.2,0.004755429645853451
85379,Patricia Cornwell,1993.0,Cruel & Unusual,"Cruel & Unusual (Kay Scarpetta, #4)",nl,4.11,0.012958031390963241
85386,John Updike,1960.0,"Rabbit, Run","Rabbit, Run (Rabbit Angstrom #1)",eng,3.57,0.008900314273451186
85391,John Updike,1981.0,Rabbit Is Rich,Rabbit Is Rich (Rabbit Angstrom #3),eng,3.9,0.004998746773016944
85392,Vince Flynn,1997.0,Term Limits,Term Limits,eng,4.3,0.007110326461062457
85418,Harlan Coben,2004.0,Just One Look,Just One Look,eng,4.0,0.006743068190788464
85425,Linda Fairstein,1996.0,Final Jeopardy,"Final Jeopardy (Alexandra Cooper, #1)",en-US,3.9,0.004750786700965814
85437,Robin Cook,1977.0,Coma,Coma,eng,3.86,0.007636937851945511
85448,Pat Conroy,1976.0,The Great Santini,The Great Santini,eng,4.13,0.006781192162822935
85459,Nora Roberts,2004.0,Northern Lights,Northern Lights,eng,3.98,0.00809587582065868
85491,Nora Roberts,2001.0,The Villa,The Villa,en-US,3.94,0.006386112969211178
